Identifiant station;Nom de la Station;Nom de la ligne;Niveau de pollution aux particules;Niveau de pollution;Incertitude;Recommandation de surveillance;Action(s) QAI en cours;Lien vers les mesures en direct;Durée des mesures;stop_lon;stop_lat;point_geo;pollution_air;niveau;actions;niveau_pollution
IDFM:463214;Malakoff - Rue Etienne Dolet;Métro 13;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.2971240100835835;48.81533836595972;48.81533836595972, 2.2971240100835835;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:43239;Marne-la-Vallée Chessy;RER A;station aérienne;station aérienne;;non;Action(s) d'amélioration de la qualité de l'air en cours;https://www.airparif.fr/;;2.7824826512673546;48.869795066731406;48.86979506673141, 2.7824826512673546;station aérienne;Station aérienne;Action(s) d'amélioration de la qualité de l'air en cours;station aérienne
IDFM:monomodalStopPlace:58774;Massy - Palaiseau;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.2587677282577334;48.72551907437079;48.72551907437078, 2.2587677282577334;station aérienne;Station aérienne;;station aérienne
IDFM:463238;Michel-Ange - Auteuil;Métro 9;pollution élevée;ELEVE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;Action(s) d'amélioration de la qualité de l'air en cours;;;2.2638093220226634;48.84770893216831;48.84770893216831, 2.2638093220226634;pollution élevée - incertitude forte;Pollution élevée;Action(s) d'amélioration de la qualité de l'air en cours;pollution élevée
IDFM:22224;Miromesnil;Métro 13;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3160106931210245;48.87344791579522;48.87344791579522, 2.3160106931210245;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:463240;Monceau;Métro 2;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.309412967374703;48.88056877012685;48.880568770126835, 2.309412967374703;pollution moyenne - incertitude forte;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:monomodalStopPlace:43166;Montigny - Beauchamp;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.1965151756043038;49.007744118116996;49.007744118117, 2.1965151756043033;station aérienne;Station aérienne;;station aérienne
IDFM:462980;Montparnasse Bienvenue;Métro 12;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3239221100829597;48.843742289426906;48.84374228942691, 2.32392211008296;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:490789;Montreuil - Hôpital;Métro 11;pas de données;pas de données;Évaluation : impossible faute d’informations;non;;;;2.4546692358364623;48.87826982924766;48.878269829247664, 2.4546692358364623;pas de données;Pas de données;;pas de données
IDFM:monomodalStopPlace:43170;Nanterre Université;RER A;station aérienne;station aérienne;;non;Action(s) d'amélioration de la qualité de l'air en cours;https://www.airparif.fr/;;2.213536495127317;48.90112974604822;48.90112974604822, 2.213536495127317;station aérienne;Station aérienne;Action(s) d'amélioration de la qualité de l'air en cours;station aérienne
IDFM:monomodalStopPlace:487011;Nanterre-La-Folie;RER E;station aérienne;station aérienne;;non;;https://air-interieur.ratp.fr/;;2.226568794458685;48.897581324774116;48.897581324774116, 2.226568794458685;station aérienne;Station aérienne;;station aérienne
IDFM:22072;Nation;Métro 2;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.395798835112525;48.84845279707999;48.84845279707999, 2.3957988351125254;pollution moyenne - incertitude forte;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:monomodalStopPlace:473875;Nation;RER A;pollution moyenne;MOYENNE;Évaluation : mesures permanentes;non;Action(s) d'amélioration de la qualité de l'air en cours;https://air-interieur.ratp.fr/;mesures permanentes;2.3959444654495297;48.848233190727555;48.84823319072756, 2.3959444654495297;pollution moyenne - incertitude faible;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:monomodalStopPlace:58937;Noisy - Champs;RER A;station aérienne;station aérienne;;non;Action(s) d'amélioration de la qualité de l'air en cours;https://www.airparif.fr/;;2.5801033428319715;48.842896195990676;48.84289619599068, 2.580103342831972;station aérienne;Station aérienne;Action(s) d'amélioration de la qualité de l'air en cours;station aérienne
IDFM:21925;Oberkampf;Métro 9;pollution élevée;ELEVE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;Action(s) d'amélioration de la qualité de l'air en cours;;;2.3681558453945515;48.864777098521344;48.86477709852134, 2.3681558453945515;pollution élevée - incertitude forte;Pollution élevée;Action(s) d'amélioration de la qualité de l'air en cours;pollution élevée
IDFM:monomodalStopPlace:411421;Orry-la-Ville - Coye;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.4898620863020686;49.13840546145438;49.13840546145438, 2.489862086302069;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:47009;Palaiseau;RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.2455842955437597;48.716865243303616;48.71686524330362, 2.24558429554376;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:43176;Pantin;RER E;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.4010414542870944;48.897987452300434;48.897987452300434, 2.4010414542870944;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:47878;Parc des Expositions;RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.5145512908225958;48.97356812654279;48.97356812654279, 2.5145512908225953;station aérienne;Station aérienne;;station aérienne
IDFM:22019;Parmentier;Métro 3;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3747205969196896;48.86524326053047;48.86524326053047, 2.3747205969196896;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:22165;Passy;Métro 6;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.285839418881462;48.857515089620335;48.85751508962033, 2.285839418881462;station aérienne;Station aérienne;;station aérienne
IDFM:22397;Pierre et Marie Curie;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.377246886036494;48.815836500997094;48.815836500997094, 2.377246886036494;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:43180;Pierrelaye;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.1545313948758564;49.01917957374756;49.01917957374756, 2.1545313948758564;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:43183;Porchefontaine;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.1522340489858127;48.796544759864425;48.79654475986442, 2.1522340489858127;station aérienne;Station aérienne;;station aérienne
IDFM:463030;Porte de Choisy;Métro 7;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3646785940494577;48.82005592914816;48.82005592914816, 2.3646785940494577;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:22041;Porte de la Chapelle;Métro 12;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.359248542310361;48.897402422670424;48.89740242267042, 2.359248542310361;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:22077;Porte de Vincennes;Métro 1;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;;;;2.4108049967015006;48.84700773108863;48.84700773108863, 2.4108049967015006;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:463262;Porte des Lilas;Métro 3B;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.4069512666209;48.87663999703494;48.87663999703494, 2.4069512666209;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:463235;Porte d'Italie;Métro 7;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3595297331071694;48.81910659655868;48.81910659655869, 2.3595297331071694;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:24684;Pré-Saint-Gervais;Métro 7B;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3985807706935285;48.8801595806643;48.8801595806643, 2.398580770693528;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:462962;République;Métro 8;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3631494069003818;48.867421610027066;48.86742161002706, 2.363149406900382;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:22002;Richard-Lenoir;Métro 5;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.3718136304769515;48.85987693786871;48.859876937868705, 2.371813630476951;pollution moyenne - incertitude forte;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:22196;Richelieu - Drouot;Métro 8;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3384190255427955;48.87173920910264;48.87173920910264, 2.3384190255427955;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:22371;Riquet;Métro 7;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.373764152701256;48.888108294533595;48.88810829453359, 2.3737641527012556;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:monomodalStopPlace:47952;Saint-Chéron;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.1249767315730463;48.550937745357075;48.550937745357075, 2.1249767315730463;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:412743;Saint-Denis;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.3454790049873293;48.93482889939617;48.93482889939617, 2.345479004987329;station aérienne;Station aérienne;;station aérienne
IDFM:462969;Saint-Lazare;Métro 12;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3274702373032783;48.875594817796994;48.875594817796994, 2.327470237303278;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:22218;Saint-Lazare;Métro 13;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3254883906726134;48.87538131600797;48.87538131600797, 2.325488390672613;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:462972;Saint-Lazare;Métro 14;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;;;;2.3240258961246782;48.87566085467199;48.875660854671985, 2.3240258961246782;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:44877;Saint-Michel Notre-Dame;RER B;pollution faible;FAIBLE;Évaluation : campagne de mesure ponctuelle;non;;;campagne de mesure ponctuelle;2.3449597800293867;48.85302379374016;48.853023793740164, 2.344959780029387;pollution faible - incertitude faible;Pollution faible;;pollution faible
IDFM:monomodalStopPlace:44877;Saint-Michel Notre-Dame;RER C;pollution moyenne;MOYENNE;Évaluation : campagne de mesure ponctuelle;non;;;campagne de mesure ponctuelle;2.3449597800293867;48.85302379374016;48.853023793740164, 2.344959780029387;pollution moyenne - incertitude faible;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:43203;Saint-Ouen;RER C;pollution moyenne;MOYENNE;Évaluation : campagne de mesure ponctuelle;non;;;campagne de mesure ponctuelle;2.322694729473372;48.90456082213364;48.90456082213364, 2.322694729473372;pollution moyenne - incertitude faible;Pollution moyenne;;pollution moyenne
IDFM:22074;Saint-Paul (Le Marais);Métro 1;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3608852562751967;48.855187421604455;48.85518742160445, 2.3608852562751967;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:22201;Saint-Sébastien - Froissart;Métro 8;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3673703577896057;48.860986707979905;48.86098670797991, 2.367370357789606;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:22133;Simplon;Métro 4;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.347794968187123;48.8938152613519;48.8938152613519, 2.347794968187123;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:463267;Tolbiac;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.357018567738162;48.826153237343405;48.82615323734341, 2.357018567738162;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:47900;Val de Fontenay;RER E;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.4890536307751616;48.85424654032025;48.85424654032024, 2.4890536307751616;station aérienne;Station aérienne;;station aérienne
IDFM:22109;Victor Hugo;Métro 2;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;Action(s) d'amélioration de la qualité de l'air en cours;;;2.2859020006220643;48.8698545716049;48.8698545716049, 2.2859020006220643;pollution moyenne - incertitude forte;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:22400;Villejuif - Louis Aragon;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.36783901176962;48.78753717099888;48.78753717099888, 2.36783901176962;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:58793;Villepinte;RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.512783848981341;48.96256540760733;48.96256540760733, 2.512783848981341;station aérienne;Station aérienne;;station aérienne
IDFM:22027;Villiers;Métro 3;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.315815092646378;48.88107318307563;48.88107318307563, 2.315815092646378;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:43222;Villiers-le-Bel - Gonesse - Arnouville;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.416246795897305;48.99377204005172;48.99377204005172, 2.4162467958973055;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:47967;Vosves;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.5994097381795305;48.51507609100275;48.51507609100275, 2.5994097381795305;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:47915;Achères Grand Cormier;RER A;station aérienne;station aérienne;;non;Action(s) d'amélioration de la qualité de l'air en cours;https://www.airparif.fr/;;2.0936529195192275;48.95541092942684;48.95541092942684, 2.0936529195192275;station aérienne;Station aérienne;Action(s) d'amélioration de la qualité de l'air en cours;station aérienne
IDFM:monomodalStopPlace:473364;Aéroport Charles de Gaulle 2 (Terminal 2);RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.5709800477570237;49.0041455478504;49.0041455478504, 2.5709800477570233;station aérienne;Station aérienne;;station aérienne
IDFM:463052;Alma - Marceau;Métro 9;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.30110435239267;48.86464714790581;48.86464714790582, 2.3011043523926706;pollution moyenne - incertitude forte;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:22036;Anatole France;Métro 3;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.28498169634032;48.892206617614;48.892206617614, 2.2849816963403193;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:483277;Barbara;Métro 4;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3174992240284045;48.80979025430712;48.80979025430712, 2.3174992240284045;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:monomodalStopPlace:43091;Bièvres;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.2161603396773564;48.75087243760775;48.75087243760775, 2.2161603396773564;station aérienne;Station aérienne;;station aérienne
IDFM:463035;Billancourt;Métro 9;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.237891101038026;48.83191997405451;48.83191997405451, 2.237891101038026;pollution moyenne - incertitude forte;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:463113;Blanche;Métro 2;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.3324843754343627;48.883766354477146;48.88376635447715, 2.3324843754343627;pollution moyenne - incertitude forte;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:monomodalStopPlace:43096;Bondy;RER E;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.4795800358385867;48.8939658646765;48.893965864676495, 2.4795800358385867;station aérienne;Station aérienne;;station aérienne
IDFM:463115;Bonne Nouvelle;Métro 8;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.348496122542364;48.870481445804785;48.87048144580479, 2.348496122542364;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:47905;Bouray;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.290077813743244;48.53290340283496;48.53290340283496, 2.2900778137432436;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:43098;Brétigny;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.30195738288606;48.60664906621053;48.60664906621052, 2.3019573828860596;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:43103;Bures-sur-Yvette;RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.1643461393269345;48.69621022314541;48.69621022314541, 2.1643461393269345;station aérienne;Station aérienne;;station aérienne
IDFM:463139;Cadet;Métro 7;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.344383883779656;48.87604838013132;48.87604838013132, 2.3443838837796562;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:monomodalStopPlace:47897;Cergy Saint-Christophe;RER A;station aérienne;station aérienne;;non;Action(s) d'amélioration de la qualité de l'air en cours;https://www.airparif.fr/;;2.0345219282999176;49.04964216682875;49.049642166828754, 2.0345219282999176;station aérienne;Station aérienne;Action(s) d'amélioration de la qualité de l'air en cours;station aérienne
IDFM:monomodalStopPlace:43105;Cernay;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.257017857907824;48.98514920020039;48.985149200200375, 2.257017857907824;station aérienne;Station aérienne;;station aérienne
IDFM:22090;Champs-Elysées - Clemenceau;Métro 1;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.314397292025236;48.86758395955256;48.867583959552555, 2.314397292025236;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:21985;Chardon Lagache;Métro 10;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.2669054759402902;48.84508829917885;48.84508829917885, 2.26690547594029;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:monomodalStopPlace:58759;Charles de Gaulle - Etoile;RER A;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.295231447641207;48.87417275956538;48.874172759565376, 2.295231447641207;pollution faible - incertitude forte;Pollution faible;Action(s) d'amélioration de la qualité de l'air en cours;pollution faible
IDFM:22367;Château Landon;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3620179355106075;48.87844145573239;48.87844145573239, 2.3620179355106075;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:46035;Chemin d'Antony;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.312649686391933;48.74793654258728;48.747936542587276, 2.3126496863919335;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:43110;Choisy-le-Roi;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.4112875381556993;48.76387977763339;48.76387977763339, 2.411287538155699;station aérienne;Station aérienne;;station aérienne
IDFM:462944;Cluny - La Sorbonne;Métro 10;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3450218824744566;48.85079373172054;48.850793731720536, 2.3450218824744566;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:43115;Corbeil-Essonnes;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.4724676576392794;48.61323864277618;48.61323864277619, 2.472467657639279;station aérienne;Station aérienne;;station aérienne
IDFM:22061;Corentin Celton;Métro 12;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.2789586605256367;48.82682329515912;48.826823295159116, 2.2789586605256367;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:490770;Coteaux Beauclair;Métro 11;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.4673647804495924;48.88212212689498;48.88212212689498, 2.4673647804495924;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:473890;Denfert-Rochereau;RER B;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.333220634641387;48.833186436780814;48.83318643678081, 2.333220634641387;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:463103;Denfert-Rochereau;Métro 6;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.332803776289825;48.83424986732888;48.83424986732888, 2.332803776289825;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:47095;Dourdan la Forêt;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;1.996005688002604;48.535420587336766;48.53542058733677, 1.996005688002604;station aérienne;Station aérienne;;station aérienne
IDFM:22172;Edgar Quinet;Métro 6;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3253749636089105;48.840980446328174;48.84098044632817, 2.3253749636089105;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:47898;Ermont - Eaubonne;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.2707541014797794;48.980498906286094;48.98049890628609, 2.2707541014797794;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:43080;Etampes;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.159819133907717;48.437062675829104;48.437062675829104, 2.159819133907717;station aérienne;Station aérienne;;station aérienne
IDFM:463069;Europe;Métro 3;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.3221859195205097;48.878753164044774;48.87875316404477, 2.32218591952051;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:monomodalStopPlace:45745;Evry - Val de Seine;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.4523091616356028;48.634392993204024;48.63439299320402, 2.4523091616356028;station aérienne;Station aérienne;;station aérienne
IDFM:22393;Fort d'Aubervilliers;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.404075377271855;48.914756655062554;48.91475665506255, 2.404075377271855;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:462953;Gabriel Péri;Métro 13;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.29460408001733;48.916347418146714;48.916347418146714, 2.29460408001733;pollution moyenne - incertitude forte;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:462394;Gare du Nord;RER D;pollution moyenne;MOYENNE;Évaluation : campagne de mesure ponctuelle;non;;;campagne de mesure ponctuelle;2.356693437528564;48.88230685842714;48.88230685842714, 2.356693437528564;pollution moyenne - incertitude faible;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:47888;Gif-sur-Yvette;RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.1364677667433707;48.698169086128;48.69816908612799, 2.136467766743371;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:47876;Goussainville;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;2.46256580793126;49.02341075826703;49.02341075826703, 2.4625658079312593;station aérienne;Station aérienne;;station aérienne
IDFM:monomodalStopPlace:43132;Grigny Centre;RER D;pollution moyenne;MOYENNE;Évaluation : campagne de mesure ponctuelle;non;;;campagne de mesure ponctuelle;2.3967860554478904;48.65484195083382;48.65484195083382, 2.39678605544789;pollution moyenne - incertitude faible;Pollution moyenne;;pollution moyenne
IDFM:463188;Havre-Caumartin;Métro 9;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.3276772082794044;48.8737568325288;48.8737568325288, 2.327677208279404;pollution moyenne - incertitude forte;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:21906;Havre-Caumartin;Métro 3;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;2.327462798423509;48.873467839378;48.87346783937801, 2.3274627984235092;pollution faible - incertitude forte;Pollution faible;;pollution faible
IDFM:463017;Hoche;Métro 5;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;2.403114154894396;48.8914957494373;48.891495749437304, 2.403114154894396;pollution moyenne - incertitude forte;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:490839;Hôpital Bicêtre;Métro 14;pas de données;pas de données;Évaluation : impossible faute d’informations;non;;;;2.3499465332391565;48.809971090725966;48.809971090725966, 2.349946533239157;pas de données;Pas de données;;pas de données
